********   ARAGON PHOTONICS LABS   ********

Component Analyzer
43588 Points
Smooth 10e-3 GHz
Mode Pol.: Lin 0
#Average 0
Lock Trace Off
Hold Trace None
12/5/2023 11:13:27 PM

Frequency(GHz),P(dBm)
192291.532287352,-34.4511662132274
192291.634170346,-34.4464326990292
192291.736053448,-34.4440684514632
192291.837936658,-34.4435923394824
192291.939819977,-34.4398072846588
192292.041703403,-34.4388563154642
192292.143586937,-34.4388638442179
192292.245470579,-34.4421765514633
192292.347354328,-34.4388625894281
192292.449238186,-34.4398110490341
192292.551122152,-34.4331781056267
192292.653006226,-34.4293892861718
192292.754890408,-34.4255941926586
192292.856774698,-34.4232286899829
192292.958659095,-34.419431086714
192293.060543601,-34.417544205608
192293.162428215,-34.4175379316286
192293.264312936,-34.4113823541493
192293.366197766,-34.4118584662333
192293.468082704,-34.4080671366695
192293.569967749,-34.4019140684089
192293.671852903,-34.4000158939265
192293.773738164,-34.3943401922786
192293.875623533,-34.3910199552623
192293.977509011,-34.3806094822993
192294.079394596,-34.3753973441994
192294.181280289,-34.3692430198613
192294.283166091,-34.3673498641669
192294.385052,-34.3630874404919
192294.486938017,-34.3564607678059
192294.588824142,-34.3503001687771
192294.690710375,-34.3479384293317
192294.792596717,-34.3450943036365
192294.894483166,-34.3403582766631
192294.996369723,-34.3360933426843
192295.098256388,-34.3322969921472
192295.200143161,-34.3294541209567
192295.302030042,-34.3256590250326
192295.404189733,-34.3218739673947
192295.506436667,-34.3218714578008
192295.608683709,-34.3166655917543
192295.71093086,-34.3228199181133
192295.81317812,-34.3204531591099
192295.915425488,-34.3247180935151
192296.017672966,-34.3232935208683
192296.119920552,-34.3242457455583
192296.222168247,-34.3289780086249
192296.32441605,-34.3337190551188
192296.426663962,-34.339399778119
192296.528911983,-34.3408256054098
192296.631160113,-34.3422464135128
192296.733408351,-34.3450892844745
192296.835656699,-34.345093048847
192296.937905154,-34.3460352350608
192297.040153719,-34.3503039331491
192297.142402392,-34.3531417848045
192297.244651175,-34.3550412146188
192297.346900065,-34.3569331156739
192297.449149065,-34.3521958342601
192297.551398173,-34.3536128778883
192297.65364739,-34.3474522787406
192297.755896716,-34.3484019936922
192297.858146151,-34.351241100163
192297.960395694,-34.3469811856426
192298.062645346,-34.345079246122
192298.164895107,-34.3379827343756
192298.267144976,-34.3346662605656
192298.369394954,-34.3327718496689
192298.471645041,-34.3289830278063
192298.573895237,-34.3223513345343
192298.676145542,-34.3204619426643
192298.778395955,-34.3161957533569
192298.880646477,-34.3100426815272
192298.982897107,-34.3024650366413
192299.085147847,-34.2986762140638
192299.187398695,-34.2958358518642
192299.289571447,-34.2858889372039
192299.390136653,-34.2797333546271
192299.490701964,-34.2726255468451
192299.591267381,-34.2579488753273
192299.691832903,-34.2475208266047
192299.792398529,-34.2352071487301
192299.892964261,-34.2233683277696
192299.993530099,-34.2138899925678
192300.094096041,-34.2034744889958
192300.194662089,-34.196364168285
192300.295228241,-34.1921055045013
192300.395794499,-34.181679961161
192300.496360863,-34.1736324715293
192300.596927331,-34.167471865545
192300.697493904,-34.1580035655248
192300.798060583,-34.1485352649621
192300.898627367,-34.1409563578127
192300.999194256,-34.1348032794108
192301.09976125,-34.1281678138815
192301.20032835,-34.1215474056577
192301.300895554,-34.1153867977658
192301.401462864,-34.1125501967891
192301.502030279,-34.1106557833251
192301.602597799,-34.1097123409629
192301.703165425,-34.1054536749394
192301.803733155,-34.1030831484265
192301.904300991,-34.0978772754284
192302.004868932,-34.0945557776103
192302.105436978,-34.0898197434054
192302.206005129,-34.0836578795658
192302.306573386,-34.0741858104116
192302.407141748,-34.0718127738553
192302.507710215,-34.0684912754848
192302.608278787,-34.064232608452
192302.708847464,-34.0642300988529
192302.809416246,-34.0609198935254
192302.909985134,-34.0613909874356
192303.010554127,-34.0604462900164
192303.111123225,-34.0585506211715
192303.211483288,-34.0566587166989
192303.311428159,-34.0547643026098
192303.411373134,-34.0533447468258
192303.511318213,-34.050509399605
192303.611263395,-34.0476640139776
192303.711208682,-34.0471954296086
192303.811154072,-34.0481413819046
192303.911099567,-34.0476690331537
192304.011045165,-34.0528799268591
192304.110990867,-34.0542994826511
192304.210936673,-34.0609324414705
192304.310882583,-34.0661320416224
192304.410828596,-34.0689749173541
192304.510774714,-34.0760726954999
192304.610720936,-34.0793916841175
192304.710667261,-34.0897996666342
192304.81061369,-34.0997440835051
192304.910560224,-34.1120552618229
192305.010506861,-34.1234204873833
192305.110453602,-34.1357366831858
192305.210400447,-34.1461509361918
192305.310347395,-34.1594193560021
192305.410294448,-34.1722003687158
192305.510241605,-34.1873594346438
192305.610188865,-34.2010901610407
192305.710136229,-34.216246714713
192305.810083698,-34.2333014434763
192305.91003127,-34.2451415185062
192306.009978946,-34.2550922000701
192306.109926726,-34.2735589498741
192306.20987461,-34.2891928640628
192306.309822597,-34.2986611565032
192306.409770689,-34.3100276239677
192306.509718884,-34.3157108574015
192306.609667184,-34.3251804030706
192306.709615587,-34.3332341592129
192306.809564094,-34.3441207475293
192306.909512705,-34.3516983904467
192307.00946142,-34.3621176488681
192307.11020046,-34.3668524203953
192307.211416854,-34.3730079996068
192307.312633355,-34.3805806219287
192307.413849963,-34.3872148223902
192307.515066677,-34.3881582631024
192307.616283498,-34.3924269601236
192307.717500425,-34.3981039165915
192307.818717459,-34.3985812835371
192307.919934599,-34.4000020911226
192308.021151846,-34.4018965012176
192308.1223692,-34.4004769484525
192308.22358666,-34.4080558434741
192308.324804226,-34.4094829249785
192308.4260219,-34.4113748253588
192308.527239679,-34.414223969077
192308.628457565,-34.414221459482
192308.729675558,-34.4128056712124
192308.830893658,-34.41327550931
192308.932111863,-34.4128044164167
192309.033330176,-34.4099690754362
192309.134548595,-34.4056978693433
192309.23576712,-34.4109112612473
192309.336985752,-34.4113785897541
192309.438204491,-34.4113810993503
192309.539423336,-34.411374825355
192309.640642288,-34.4104288751682
192309.741861346,-34.4127918684208
192309.843080511,-34.4137428377985
192309.944299782,-34.4118496826478
192310.04551916,-34.4094791605755
192310.146738645,-34.4094829249765
192310.247958236,-34.4085344651789
192310.349177933,-34.410908751657
192310.450397737,-34.4146963167617
192310.551617648,-34.4203820560368
192310.652837665,-34.4232274351856
192310.754057789,-34.4274898572367
192310.855278019,-34.4327070127827
192310.956498356,-34.4308088386869
192311.058495898,-34.4279709884347
192311.160568531,-34.4260765786549
192311.262641272,-34.4251281189658
192311.364714122,-34.4199159823357
192311.46678708,-34.4147063551168
192311.568860146,-34.4109200447963
192311.670933321,-34.4038072236746
192311.773006604,-34.3990737080423
192311.875079995,-34.3929080914629
192311.977153495,-34.3824938542585
192312.079227103,-34.3749124484194
192312.181300819,-34.3644982100298
192312.283374644,-34.3536053491056
192312.385448577,-34.3384437891073
192312.487522619,-34.3266074853044
192312.589596769,-34.3109748295503
192312.691671027,-34.2972466220029
192312.793745393,-34.2887205160083
192312.895819868,-34.2816227469798
192312.997894452,-34.2688342139851
192313.099969143,-34.2617314248966
192313.202043943,-34.2555783509951
192313.304118851,-34.2479994487669
192313.406193868,-34.2427973446979
192313.508268993,-34.2347423292841
192313.610344227,-34.2257413621808
192313.712419568,-34.2219512830226
192313.814495019,-34.2129515700081
192313.916570577,-34.2077406812833
192314.018646244,-34.2001592672479
192314.120722019,-34.1973176485389
192314.222797903,-34.1977874872675
192314.324873895,-34.1935275687187
192314.426949995,-34.1921042497174
192314.529026204,-34.1921042497174
192314.631102521,-34.1878418214298
192314.733178946,-34.1902085823602
192314.83525548,-34.1892651404671
192314.936879922,-34.1859499184169
192315.036701731,-34.1850052216982
192315.136523644,-34.1854750604637
192315.236345661,-34.1883216985625
192315.336167781,-34.1925841268399
192315.435990005,-34.1906934786697
192315.535812333,-34.1949559068863
192315.635634764,-34.1944797941683
192315.735457299,-34.1954307648081
192315.835279937,-34.1968427906194
192315.935102679,-34.1944797941689
192316.034925525,-34.1963679326989
192316.134748474,-34.1973189033371
192316.234571527,-34.1944697557925
192316.334394684,-34.1887840085265
192316.434217944,-34.1835680998176
192316.534041308,-34.1821397614895
192316.633864775,-34.1792993972773
192316.733688347,-34.1759779009815
192316.833512021,-34.1702959174939
192316.9333358,-34.1679178629802
192317.033159682,-34.1660259597736
192317.132983667,-34.1664970533557
192317.232807757,-34.1664945437244
192317.332631949,-34.1646001308721
192317.432456246,-34.1650674599979
192317.532280646,-34.1650737340871
192317.63210515,-34.1622283503241
192317.731929757,-34.1641240180214
192317.831754468,-34.1655448276662
192317.931579283,-34.1660196856957
192318.031404201,-34.1735960820942
192318.131229223,-34.176911304392
192318.231054349,-34.181177497412
192318.330879578,-34.1901734477353
192318.430704911,-34.199649274763
192318.530530347,-34.2095886658075
192318.630355887,-34.2124277746672
192318.730181531,-34.2176323891687
192318.829713195,-34.2209438461138
192318.92893774,-34.2237892288811
192319.028162387,-34.2342034762684
192319.127387137,-34.2417823791683
192319.226611989,-34.2498298653921
192319.325836944,-34.2593031793553
192319.425062001,-34.2692500956763
192319.52428716,-34.2744597276461
192319.623512422,-34.2815662806176
192319.722737786,-34.287719353444
192319.821963252,-34.294830925121
192319.921188821,-34.2995594245102
192320.020414492,-34.3028834280047
192320.119640266,-34.3071445984654
192320.218866142,-34.3109334208428
192320.31809212,-34.3147247527717
192320.417318201,-34.3161455611072
192320.516544384,-34.3223061615352
192320.61577067,-34.3279831204398
192320.714997058,-34.3279868848971
192320.814223548,-34.329401419016
192320.913450141,-34.3256125970731
192321.012676836,-34.3270283860218
192321.111903634,-34.3194507419337
192321.211130534,-34.3166066156595
192321.310357536,-34.3147071852429
192321.409584641,-34.3123404261503
192321.508811848,-34.3104435053337
192321.608039157,-34.3109208726082
192321.707266569,-34.3085503489781
192321.806494083,-34.3023972769586
192321.9057217,-34.2990845668583
192322.004949419,-34.2952982538489
192322.10417724,-34.2900923870162
192322.203405164,-34.2853576132403
192322.30263319,-34.2815788288114
192322.401861319,-34.2773151480388
192322.50108955,-34.273533853762
192322.600317884,-34.272589157581
192322.70028877,-34.2706997651957
192322.800472092,-34.2749647009448
192322.900655519,-34.2759106519283
192323.00083905,-34.2806529548357
192323.101022686,-34.2849103614762
192323.201206425,-34.289651409312
192323.30139027,-34.2910671986415
192323.401574218,-34.2953333886551
192323.501758271,-34.3010153677985
192323.601942428,-34.3052752835143
192323.70212669,-34.308121919566
192323.802311056,-34.3128579474984
192323.902495527,-34.317604013709
192324.002680101,-34.3228111345136
192324.102864781,-34.3275534360093
192324.203049564,-34.3318158606363
192324.303234452,-34.3337152907337
192324.403419445,-34.3351398632849
192324.503604541,-34.337035528948
192324.603789742,-34.3384550822924
192324.703975048,-34.3351411180799
192324.804160458,-34.3318296633816
192324.904345972,-34.3251979702332
192325.00453159,-34.3214129125648
192325.104717313,-34.3162045369018
192325.204903141,-34.3128918270132
192325.305089072,-34.3062638974497
192325.405275109,-34.302471310596
192325.505461249,-34.2982113947654
192325.605647494,-34.2896827792494
192325.705833843,-34.2802107218908
192325.806020297,-34.2726293112311
192325.906206855,-34.2607854738173
192326.006393517,-34.2574677436242
192326.106580284,-34.2494127289154
192326.206767155,-34.2404155270017
192326.30695413,-34.2342536687242
192326.40714121,-34.2281018485974
192326.507417832,-34.2214676416041
192326.608957167,-34.2162605175375
192326.71049661,-34.2058437593088
192326.812036159,-34.2001580124461
192326.913575816,-34.1949521425017
192327.015115581,-34.1845278541452
192327.116655452,-34.1802754640252
192327.218195431,-34.1779036837716
192327.319735516,-34.1779099577385
192327.421275709,-34.1769614965884
192327.52281601,-34.1774363545601
192327.624356417,-34.1798031156472
192327.725896932,-34.180271699644
192327.827437554,-34.1840630345568
192327.928978283,-34.18642226677
192328.030519119,-34.1892676500564
192328.132060063,-34.1906834402963
192328.233601113,-34.1944722653813
192328.335142271,-34.199676880533
192328.436683537,-34.2053601178234
192328.538224909,-34.2082004815924
192328.639766389,-34.2091464329695
192328.741307975,-34.2186222588698
192328.84284967,-34.2238293828561
192328.944391471,-34.2261973980688
192329.045933379,-34.2276119331647
192329.147475395,-34.2271408397368
192329.249017518,-34.2309296639822
192329.350559748,-34.2318768700304
192329.452102086,-34.2290402710778
192329.55364453,-34.2261973980669
192329.655187082,-34.2238331472556
192329.756729741,-34.2209877645543
192329.858272508,-34.2162554983461
192329.959815381,-34.2082029911962
192330.061358362,-34.2025172444056
192330.16290145,-34.1987321839046
192330.264444645,-34.1906708922773
192330.365987947,-34.1816761967568
